Model ID,Simulation time (Myr),Time step (yr),Model thickness (km),Node points,Surface temperature (C),Basal temperature (C),Mantle adiabat,Crustal density (kg m^-3),Mantle removal fraction,Mantle removal start time (Ma),Mantle removal end time (Ma),Erosion model type,Erosion model option 1,Erosion model option 2,Erosion model option 3,Erosion model option 4,Erosion model option 5,Erosion model option 6,Erosion model option 7,Erosion model option 8,Erosion model option 9,Erosion model option 10,Initial Moho depth (km),Initial Moho temperature (C),Initial surface heat flow (mW m^-2),Initial surface elevation (km),Final Moho depth (km),Final Moho temperature (C),Final surface heat flow (mW m^-2),Final surface elevation (km),Total exhumation (km),Apatite grain radius (um),Apatite U concentration (ppm), Apatite Th concentration (ppm),Zircon grain radius (um),Zircon U concentration (ppm), Zircon Th concentration (ppm),Predicted apatite (U-Th)/He age (Ma),Predicted apatite (U-Th)/He closure temperature (C),Measured apatite (U-Th)/He age (Ma),Measured apatite (U-Th)/He standard deviation (Ma),Predicted apatite fission-track age (Ma),Predicted apatite fission-track closure temperature (C),Measured apatite fission-track age (Ma),Measured apatite fission-track standard deviation (Ma),Predicted zircon (U-Th)/He age (Ma),Predicted zircon (U-Th)/He closure temperature (C),Measured zircon (U-Th)/He age (Ma),Measured zircon (U-Th)/He standard deviation (Ma),Predicted zircon fission-track age (Ma),Predicted zircon fission-track closure temperature (C),Measured zircon fission-track age (Ma),Measured zircon fission-track standard deviation (Ma),Misfit,Misfit type,Number of ages for misfit
M0001,M0002,M0002,M0002,M0002,M0002,M0002,M0002,M0002,M0002,12.0000,20000.0000,125.0000,251,0.0000,1.3e+03,True,2850.0000,0.0000,0.0000,-1.0000,2,8.3901,6.0000,2.2614,12.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,50.0000,633.4906,47.2170,0.0010,39.3485,620.0408,63.5051,-1.0305,10.6515,45.0000,10.0000,40.0000,60.0000,100.0000,40.0000,5.6900,55.1399,2.7400,0.3000,7.9034,118.3829,5.9800,0.6000,0.0000,0.0000,8.1500,0.6000,11.7150,172.9946,9.8000,0.9000,4.403560,1,4
12.0000,20000.0000,125.0000,251,0.0000,1.3e+03,True,2850.0000,0.0000,0.0000,-1.0000,2,1.2133,6.0000,4.3759,12.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,50.0000,633.4906,47.2170,0.0001,44.4108,631.3754,63.2323,-0.5194,5.5892,45.0000,10.0000,40.0000,60.0000,100.0000,40.0000,4.0500,60.1006,2.7400,0.3000,9.8492,89.6657,5.9800,0.6000,0.0000,0.0000,8.1500,0.6000,11.8412,93.3517,9.8000,0.9000,4.028656,1,4
12.0000,20000.0000,125.0000,251,0.0000,1.3e+03,True,2850.0000,0.0000,0.0000,-1.0000,2,10.7875,6.0000,3.7053,12.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,50.0000,633.4906,47.2170,0.0013,35.5072,613.0460,71.9669,-1.3996,14.4928,45.0000,10.0000,40.0000,60.0000,100.0000,40.0000,3.7200,60.5834,2.7400,0.3000,6.0845,114.0782,5.9800,0.6000,0.0000,0.0000,8.1500,0.6000,11.2230,229.8904,9.8000,0.9000,3.559946,1,4
12.0000,20000.0000,125.0000,251,0.0000,1.3e+03,True,2850.0000,0.0000,0.0000,-1.0000,2,2.5887,6.0000,5.4604,12.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,50.0000,633.4906,47.2170,0.0003,41.9509,629.5524,69.1815,-0.7538,8.0491,45.0000,10.0000,40.0000,60.0000,100.0000,40.0000,3.0200,62.5293,2.7400,0.3000,6.5606,108.4681,5.9800,0.6000,0.0000,0.0000,8.1500,0.6000,11.7460,132.6278,9.8000,0.9000,3.469264,1,4
12.0000,20000.0000,125.0000,251,0.0000,1.3e+03,True,2850.0000,0.0000,0.0000,-1.0000,2,4.9831,6.0000,1.1613,12.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,50.0000,633.4906,47.2170,0.0006,43.8556,626.7945,55.9126,-0.5949,6.1444,45.0000,10.0000,40.0000,60.0000,100.0000,40.0000,7.9400,59.6053,2.7400,0.3000,10.7660,95.7150,5.9800,0.6000,0.0000,0.0000,8.1500,0.6000,11.8867,102.3149,9.8000,0.9000,6.045407,1,4
12.0000,20000.0000,125.0000,251,0.0000,1.3e+03,True,2850.0000,0.0000,0.0000,-1.0000,2,1.8125,6.0000,8.9259,12.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,50.0000,633.4906,47.2170,0.0002,39.2616,630.0186,83.0071,-0.9963,10.7384,45.0000,10.0000,40.0000,60.0000,100.0000,40.0000,1.6800,68.0094,2.7400,0.3000,3.2460,116.4181,5.9800,0.6000,0.0000,0.0000,8.1500,0.6000,11.3962,174.2502,9.8000,0.9000,3.696753,1,4
12.0000,20000.0000,125.0000,251,0.0000,1.3e+03,True,2850.0000,0.0000,0.0000,-1.0000,2,7.2749,6.0000,1.9937,12.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,50.0000,633.4906,47.2170,0.0009,40.7314,622.5672,61.2982,-0.8963,9.2686,45.0000,10.0000,40.0000,60.0000,100.0000,40.0000,6.1900,56.8972,2.7400,0.3000,8.6942,116.2853,5.9800,0.6000,0.0000,0.0000,8.1500,0.6000,11.7906,151.7174,9.8000,0.9000,4.734860,1,4
12.0000,20000.0000,125.0000,251,0.0000,1.3e+03,True,2850.0000,0.0000,0.0000,-1.0000,2,11.1234,6.0000,9.1403,12.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,50.0000,633.4906,47.2170,0.0013,29.7363,607.8472,98.0076,-1.9360,20.2637,45.0000,10.0000,40.0000,60.0000,100.0000,40.0000,1.3600,69.6304,2.7400,0.3000,2.4716,119.4673,5.9800,0.6000,0.0000,0.0000,8.1500,0.6000,6.8594,265.7461,9.8000,0.9000,3.938209,1,4
12.0000,20000.0000,125.0000,251,0.0000,1.3e+03,True,2850.0000,0.0000,0.0000,-1.0000,2,3.7707,6.0000,10.5470,12.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,50.0000,633.4906,47.2170,0.0005,35.6823,626.5902,93.8715,-1.3391,14.3177,45.0000,10.0000,40.0000,60.0000,100.0000,40.0000,1.2800,70.1301,2.7400,0.3000,2.3919,119.2077,5.9800,0.6000,0.0000,0.0000,8.1500,0.6000,10.6156,226.8407,9.8000,0.9000,3.891103,1,4
12.0000,20000.0000,125.0000,251,0.0000,1.3e+03,True,2850.0000,0.0000,0.0000,-1.0000,2,5.3761,6.0000,0.9958,12.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,50.0000,633.4906,47.2170,0.0006,43.6281,626.2492,55.7468,-0.6183,6.3719,45.0000,10.0000,40.0000,60.0000,100.0000,40.0000,7.9700,60.3939,2.7400,0.3000,10.7602,99.0383,5.9800,0.6000,0.0000,0.0000,8.1500,0.6000,11.8851,105.9703,9.8000,0.9000,6.044565,1,4
12.0000,20000.0000,125.0000,251,0.0000,1.3e+03,True,2850.0000,0.0000,0.0000,-1.0000,2,14.3733,6.0000,13.4220,12.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,50.0000,633.4906,47.2170,0.0017,22.2047,583.6856,127.6516,-2.6606,27.7953,45.0000,10.0000,40.0000,60.0000,100.0000,40.0000,0.7900,77.2623,2.7400,0.3000,1.3564,125.8902,5.9800,0.6000,0.0000,0.0000,8.1500,0.6000,3.6048,271.0185,9.8000,0.9000,4.553889,1,4
